Timestamp,Mode,Data
17:51:47.2530,RX,"236 "
17:51:47.3660,RX,"223 "
17:51:47.4780,RX,"215 "
17:51:47.5910,RX,"209 "
17:51:47.6660,RX,"212 "
17:51:47.7780,RX,"203"
17:51:47.8160,RX," "
17:51:47.8910,RX,"211 "
17:51:48.0030,RX,"215 "
17:51:48.1160,RX,"210 "
17:51:48.1910,RX,"205"
17:51:48.2280,RX," "
17:51:48.3410,RX,"198 "
17:51:48.4160,RX,"198 "
17:51:48.5280,RX,"202 "
17:51:48.6400,RX,"203"
17:51:48.6410,RX," "
17:51:48.7540,RX,"205 "
17:51:48.8660,RX,"194 "
17:51:48.9410,RX,"200 "
17:51:49.0530,RX,"20"
17:51:49.0540,RX,"1 "
17:51:49.1660,RX,"204 "
17:51:49.2780,RX,"203 "
17:51:49.3910,RX,"197 "
17:51:49.4660,RX,"20"
17:51:49.5030,RX,"9 "
17:51:49.5780,RX,"215 "
17:51:49.6910,RX,"205 "
17:51:49.8030,RX,"215 "
17:51:49.9150,RX,"2"
17:51:49.9160,RX,"06 "
17:51:50.0280,RX,"204 "
17:51:50.1030,RX,"202 "
17:51:50.2910,RX,"199 "
17:51:50.3280,RX,"2"
17:51:50.3660,RX,"15 "
17:51:50.4410,RX,"211 "
17:51:50.5530,RX,"208 "
17:51:50.6280,RX,"199 "
17:51:50.7780,RX,"204 "
17:51:50.8540,RX,"202 "
17:51:50.9660,RX,"200 "
17:51:51.0790,RX,"197 "
17:51:51.1910,RX,"206 "
17:51:51.3050,RX,"205 "
17:51:51.3790,RX,"211 "
17:51:51.4910,RX,"195 "
17:51:51.6030,RX,"2"
17:51:51.6040,RX,"05 "
17:51:51.7160,RX,"208 "
17:51:51.8290,RX,"201 "
17:51:51.9040,RX,"339 "
17:51:52.0160,RX,"262 "
17:51:52.1290,RX,"254 "
17:51:52.2410,RX,"239 "
17:51:52.3530,RX,"267"
17:51:52.3540,RX," "
17:51:52.4660,RX,"272 "
17:51:52.5410,RX,"220 "
17:51:52.6530,RX,"204 "
17:51:52.7660,RX,"196"
17:51:52.7670,RX," "
17:51:52.8780,RX,"200 "
17:51:52.9910,RX,"213 "
17:51:53.0660,RX,"209 "
17:51:53.1790,RX,"207"
17:51:53.2160,RX," "
17:51:53.2910,RX,"203 "
17:51:53.4040,RX,"204 "
17:51:53.5160,RX,"209 "
17:51:53.5910,RX,"20"
17:51:53.6290,RX,"3 "
17:51:53.7410,RX,"200 "
17:51:53.8180,RX,"199 "
17:51:53.9290,RX,"200 "
17:51:54.0410,RX,"19"
17:51:54.0420,RX,"9 "
17:51:54.1540,RX,"200 "
17:51:54.2660,RX,"202 "
17:51:54.3420,RX,"206 "
17:51:54.4530,RX,"20"
17:51:54.4540,RX,"2 "
17:51:54.5660,RX,"206 "
17:51:54.6780,RX,"209 "
17:51:54.7910,RX,"199 "
17:51:54.8660,RX,"1"
17:51:54.9040,RX,"99 "
17:51:54.9780,RX,"196 "
17:51:55.0910,RX,"206 "
17:51:55.2030,RX,"202 "
17:51:55.2780,RX,"2"
